Operator,Station,Lattitude,Longitude,Charger,AC,DC,Province
EAANYWHERE,MG Deelert Auto Car (Amnat Charoen),15.79754,104.633502,2,0,2,Amnat Charoen 
Elex by EGAT,กระทรวงการคลัง,13.781953,100.535048,2,2,0,Bangkok
Elex by EGAT,Homepro จรัญสนิทวงศ์,13.743951,100.47058,2,2,0,Bangkok
Elex by EGAT,Homepro พระราม 3,13.68693,100.519016,2,2,0,Bangkok
Elex by EGAT,Homepro พระราม 9,13.742699,100.613445,2,2,0,Bangkok
Elex by EGAT,Homepro เอกมัย-รามอินทรา,13.799243,100.614039,2,2,0,Bangkok
EVen,สำนักงานใหญ่ โชเซ่น เอ็นเนอร์จี้ จำกัด,13.74610461,100.6669586,1,1,0,Bangkok
EVen,เซ็นทาราเซ็นทรัลเวิล์ด,13.74768333,100.5383841,2,2,0,Bangkok
EVen,เซ็นทาราเซ็นทรัลลาดพร้าว,13.81792588,100.5603659,2,2,0,Bangkok
EVOLT,Abdulrahim Place,13.727156,100.53879,2,2,0,Bangkok
EVOLT,MOI RAMA6,13.764094,100.52716,3,1,2,Bangkok
EVOLT,DIP RAMA6,13.762979,100.527844,3,1,2,Bangkok
EVOLT,DIP KLUAYNAMTHAI,13.7097852,100.5858177,3,1,2,Bangkok
EVOLT,Major Cineplex Pinklao,13.778718,100.47785,1,1,0,Bangkok
EVOLT,Riverside plaza Bangkok,13.704865,100.4914,2,2,0,Bangkok
EVOLT,Bangkok city tower,13.721529,100.53119,2,2,0,Bangkok
EVOLT,ตลาดสามย่าน,13.736241,100.52369,3,2,1,Bangkok
EVOLT,CU terrace,13.740354,100.52536,1,1,0,Bangkok
EVOLT,Thammasat Tha Phra Chan Campus,13.757569,100.489908,1,1,0,Bangkok
EVOLT,Chula by Toyota,13.736064,100.53234,1,1,0,Bangkok
EVOLT,True Digital Park,13.685758,100.611101,4,4,0,Bangkok
EVOLT,66 Tower,13.6818711,100.6100112,8,6,2,Bangkok
EVOLT,5th element - The Emquatier,13.73254,100.57009,6,6,0,Bangkok
EVOLT,5th element - The Emporium,13.72968905,100.5682523,6,6,0,Bangkok
EVOLT,5th element - The Mall Bangkapi,13.7660558,100.6424919,6,6,0,Bangkok
EVOLT,5th element - The Mall Bangkae,13.71419407,100.40783,6,6,0,Bangkok
EVOLT,The Origin Ramintra 83,13.835257,100.666319,3,3,0,Bangkok
EVOLT,CAS centre,13.75668821,100.5617821,2,2,0,Bangkok
EVOLT,Merck Auto,13.699981,100.54545,3,1,2,Bangkok
EVOLT,The Origin Park Phayathai,13.77198895,100.5360352,2,2,0,Bangkok
EVOLT,Major Tower RR,13.74881155,100.6068578,2,2,0,Bangkok
EVOLT,All season place,13.73903414,100.5483353,2,2,0,Bangkok
EVOLT,Bangkok World,13.80600808,100.6923401,2,2,0,Bangkok
EVOLT,Capella Bangkok,13.71182765,100.5119225,2,2,0,Bangkok
EVOLT,Conrad hotel,13.73860683,100.5483062,2,2,0,Bangkok
EVOLT,Design Village Kaset-Nawamin,13.82138697,100.6338214,3,3,0,Bangkok
EVOLT,Gaysorn Plaza,13.74527478,100.5407933,2,2,0,Bangkok
EVOLT,Mercure Bangkok,13.72918125,100.5696058,2,2,0,Bangkok
EVOLT,Kmutt By Toyota,13.651966,100.492844,1,1,0,Bangkok
EVOLT,Knightsbridge Collage Ramkhamhaeng,13.76211889,100.6400317,2,2,0,Bangkok
EVOLT,MS Siam Tower,13.68620894,100.5472723,2,2,0,Bangkok
EVOLT,Paolo Hospital Phaholyothin,13.79235554,100.5501013,3,3,0,Bangkok
EVOLT,So-Sofitel Bangkok,13.72643939,100.5432989,2,2,0,Bangkok
EVOLT,True Digital Park,13.685758,100.611101,4,4,0,Bangkok
EVOLT,Major Tower TL,13.73221068,100.5830521,2,2,0,Bangkok
HAUP,SINGHA COMPLEX,13.74831524,100.5645784,11,11,0,Bangkok
HAUP,KMUTT,13.65148156,100.4964321,2,2,0,Bangkok
HAUP,KX Knowledge Exchange,13.7204167,100.4960057,3,1,2,Bangkok
HAUP,CU TERRACE,13.740297,100.525256,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง สาขาย่อยเพลินจิต,13.74436,100.543503,2,2,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตวัดเลียบ,13.742023,100.500337,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตบางขุนเทียน,13.655254,100.423976,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตบางเขน,13.871041,100.594866,2,1,1,Bangkok
MEA,การไฟฟ้านครหลวง เขตธนบุรี,13.745345,100.471017,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตลาดกระบัง,13.814818,100.746821,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตบางกะปิ,13.744009,100.601519,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตยานนาวา,13.693448,100.493047,1,1,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตบางนา,13.676208,100.591483,2,2,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตนวลจันทร์,13.819396,100.643762,2,2,0,Bangkok
MEA,การไฟฟ้านครหลวง เขตมีนบุรี,13.8121423,100.7081616,2,2,0,Bangkok
MEA,7-Eleven สาขา ซอยลาซาล,13.655552,100.645464,2,2,0,Bangkok
MEA,7-Eleven สาขา สน. บางขุนนนท์,13.770827,100.468564,2,2,0,Bangkok
MEA,หมู่บ้าน THER ลาดพร้าว 93,13.782082,100.624328,1,1,0,Bangkok
MEA,CP Tower สีลม,13.7276329,100.5327546,2,2,0,Bangkok
MEA,จุฬาลงกรณ์มหาวิทยาลัย,13.7395,100.528727,5,5,0,Bangkok
MEA,MBK EV Charging Station,13.7441804,100.529593,3,3,0,Bangkok
MEA,Blue EV charging station,13.780126,100.363994,3,3,0,Bangkok
MEA,ศูนย์บริการ MK Plus,13.706424,100.360172,2,2,0,Bangkok
MEA,สวนเบญจกิติ,13.732834,100.556496,2,2,0,Bangkok
MEA,หนองจอก Smart City,13.848545,100.889964,3,3,0,Bangkok
on-ion(ARUN+),ENCO Parking 2,13.81845,100.55685,21,21,0,Bangkok
on-ion(ARUN+),Crystal Design Center,13.8016678,100.6187274,3,3,0,Bangkok
on-ion(ARUN+),The Crystal Ekamai-Ramindra,13.8125666,100.6185711,4,4,0,Bangkok
on-ion(ARUN+),Pleanary Mall Watcharapol,13.8577823,100.6426752,3,3,0,Bangkok
on-ion(ARUN+),Sammakorn Place Ramkhamhaeng,13.7759928,100.673718,2,2,0,Bangkok
OR,PTT Station สาขาพระราม2 ขาออก,13.625336,100.393236,2,2,0,Bangkok
OR,PTT Station สาขาบรมราชชนนี ขาเข้า,13.782682,100.415593,2,2,0,Bangkok
OR,PTT Station สาขาสาขาราชพฤกษ์ 1,13.76198563,100.4444546,3,1,2,Bangkok
OR,PTT Station สาขาเอกมัย- รามอินทรา,13.79816015,100.6133096,1,1,0,Bangkok
OR,PTT Station สาขานวลจันทร์,13.82066276,100.643254,4,2,2,Bangkok
OR,PTT Station สาขามัยลาภ,13.841563,100.617943,1,1,0,Bangkok
OR,PTT Station สาขาราษฎร์บูรณะ ขาออก,13.683377,100.499078,3,1,2,Bangkok
OR,PTT Station สาขาลาดพร้าว-วังหิน,13.82190827,100.5913104,2,1,1,Bangkok
OR,PTT Station สาขาทุ่งครุ,13.6204626,100.4922736,1,1,0,Bangkok
OR,PTT Station สาขาแยกประชาอุทิศ ลาดพร้าว,13.771505,100.605169,4,2,2,Bangkok
OR,PTT Station สาขาวงแหวนกาญจนาภิเษก-ตลิ่งชัน,13.77405489,100.4076478,3,1,2,Bangkok
OR,PTT Station สาขาพัฒนาการ (ขาออก),13.725026,100.657905,3,1,2,Bangkok
OR,PTT Station สาขาพหลโยธิน กม.25,13.934263,100.625674,3,1,2,Bangkok
OR,PTT Station สาขาหนองแขม,13.70726,100.37025,3,1,2,Bangkok
OR,PTT Station สาขากาญจนาภิเษก-บางบอน,13.6720256,100.4051439,3,1,2,Bangkok
OR,PTT Station สาขามีนบุรี,13.819436,100.733949,3,1,2,Bangkok
OR,PTT Station สาขาเทพรักษ์,13.878698,100.63063,3,1,2,Bangkok
OR,PTT Station สาขาวิภาวดี (เดิม-สวัสดิการ ร.1 รอ.),13.77939,100.55613,3,1,2,Bangkok
OR,PTT Station สาขาสำนักงานปลัดกระทรวงกลาโหม(บางนาขาออก),13.68643061,100.6030681,3,1,2,Bangkok
OR,PTT Station สาขาสวัสดิการสำนักงานปลัดกระทรวงกลาโหม(บางนาขาเข้า),13.68625525,100.6017244,3,1,2,Bangkok
OR,PTT Station สาขาสรรพาวุธ-บางนา,13.6754919,100.5948296,3,1,2,Bangkok
OR,PTT Station สาขาสามย่าน,13.7346043,100.5248681,3,1,2,Bangkok
OR,สถานีบริการ NGV ปตท. กำแพงเพชร 2,13.803582,100.547996,2,0,2,Bangkok
OR,เจ เจ มอลล์,13.80205216,100.5489883,3,3,0,Bangkok
OR,เทอมินอล 21 อโศก,13.73813838,100.5606716,4,4,0,Bangkok
OR,สถานี สาขาอาคารวิทยกิตย์,13.74401206,100.5331198,4,4,0,Bangkok
OR,สถานี สาขาอาคารสยามสเคป,13.74555443,100.5309567,4,4,0,Bangkok
OR,สถานี สาขาลานจอดรถ CU Sport,13.74435918,100.5238783,4,4,0,Bangkok
OR,สถานี สาขาอุทยาน100 ปี จุฬา,13.73962711,100.5238593,3,3,0,Bangkok
OR,เดอะ พรอมานาด,13.826766,100.677135,4,4,0,Bangkok
OR,แฟชั่นไอส์แลนด์ เอ,13.8267452,100.6793637,3,3,0,Bangkok
OR,แฟชั่นไอส์แลนด์ ดี,13.826046,100.679895,4,4,0,Bangkok
OR,OR Space รามคำแหง 165,13.792521,100.701744,2,2,0,Bangkok
PumpCharge,สำนักงานใหญ่ การไฟฟ้าส่วนภูมิภาค กรุงเทพมหานคร,13.7658368,100.564992,2,2,0,Bangkok
PEA VOLTA,PEA VOLTA สำนักงานใหญ่,13.85042763,100.5585785,6,3,3,Bangkok
SHARGE,True Digital Park,13.68521444,100.6110795,2,2,0,Bangkok
SHARGE,Bitec Bang Na,13.66936107,100.6100792,6,6,0,Bangkok
SHARGE,Central Embassy,13.74391476,100.5458812,12,12,0,Bangkok
SHARGE,Central Chidlom,13.74412732,100.5445154,12,12,0,Bangkok
SHARGE,Singha Complex,13.7480547,100.5646213,11,11,0,Bangkok
SHARGE,BangKok Prep,13.71487458,100.6016068,2,2,0,Bangkok
SHARGE,Mori Haus,13.7149608,100.6024541,2,2,0,Bangkok
SHARGE,Khun By Yoo,13.73285346,100.5823623,4,4,0,Bangkok
SHARGE,The Line 101,13.69188524,100.6079969,4,4,0,Bangkok
SHARGE,The Line Jatuchak Mochit,13.805988,100.556302,4,4,0,Bangkok
SHARGE,The Line Ratchathewi,13.752354,100.533436,4,4,0,Bangkok
SHARGE,The Line pradiphat,13.790368,100.546059,4,4,0,Bangkok
SHARGE,The Line Wongsawang,13.8287629,100.5263142,4,4,0,Bangkok
SHARGE,The Line Phahonyothin Park,13.82049748,100.5661702,2,2,0,Bangkok
SHARGE,The Line Asoke-Ratchada,13.75593,100.563278,4,4,0,Bangkok
SHARGE,Kawa Haus,13.71472796,100.6047587,4,4,0,Bangkok
SHARGE,Oka Haus,13.71588657,100.5749262,2,2,0,Bangkok
SHARGE,XT Ekkamai,13.73359012,100.5872,2,2,0,Bangkok
SHARGE,XT Huaykwang,13.78032459,100.5741801,4,4,0,Bangkok
SHARGE,The Strand Thonglor,13.72566628,100.5795827,5,5,0,Bangkok
SHARGE,J Avenue,13.73563423,100.5817522,2,2,0,Bangkok
SHARGE,La Villa Ari,13.78162063,100.5452314,2,1,1,Bangkok
SHARGE,Ekkamai Power Center,13.72948291,100.585569,2,1,1,Bangkok
SHARGE,Market place Krungthep Kreetha,13.75660945,100.6669866,2,1,1,Bangkok
SHARGE,BCP SKV 62,13.69908846,100.6055474,2,0,2,Bangkok
SHARGE,Supalai Grand Tower Rama 3,13.68605474,100.546599,2,2,0,Bangkok
SHARGE,The Base Phetchaburi-Thonglor,13.7051139,100.5918941,2,2,0,Bangkok
SHARGE,The Base Garden rama 9,13.746852,100.606089,2,2,0,Bangkok
SHARGE,The Base Phetkasem,13.715941,100.447381,2,2,0,Bangkok
SHARGE,The Base Saphanmai,13.888217,100.604365,2,2,0,Bangkok
SHARGE,Denim Jatujak,13.7975,100.55701,6,6,0,Bangkok
SHARGE,K Village,13.72028789,100.5685546,6,6,0,Bangkok
SHARGE,Tops Pattanakarn 30,13.72985989,100.620225,2,2,0,Bangkok
SHARGE,Supalai Loft Prajadhipok - Wongwian Yai,13.72913,100.4944,2,2,0,Bangkok
SHARGE,Sasin School of Management,13.74245,100.52745,2,2,0,Bangkok
SHARGE,The Standard Mahanakhon,13.7234709,100.5282417,2,2,0,Bangkok
SHARGE,Esso Rama 9,13.74182805,100.6287521,3,1,2,Bangkok
SHARGE,Sindhorn Kempinski,13.73665474,100.5439106,6,6,0,Bangkok
SHARGE,Tops Sukhumvit 39,13.74312393,100.5723654,2,2,0,Bangkok
SHARGE,Market place Dusit,13.77882672,100.5078463,2,2,0,Bangkok
SHARGE,Nawamin city avenue 1,13.83365339,100.6104311,2,2,0,Bangkok
SHARGE,Nawamin city avenue 2,13.83282131,100.6119796,2,2,0,Bangkok
SHARGE,Ideo Morph 38,13.72083864,100.5790122,2,2,0,Bangkok
SHARGE,Canapaya Residence,13.68821795,100.5144357,3,3,0,Bangkok
SHARGE,Metro Sky Wutthakat,13.71565234,100.4728676,4,4,0,Bangkok
SHARGE,Esplanade,13.76652,100.56952,2,2,0,Bangkok
SHARGE,Market Place Nanglinchee,13.71012,100.54296,1,1,0,Bangkok
EAANYWHERE,Max Valu คู้บอน,13.858493,100.68114,6,6,0,Bangkok
EAANYWHERE,Max Valu หลักสี่,13.88063,100.589941,6,6,0,Bangkok
EAANYWHERE,Max Valu สุขุมวิท 71,13.718832,100.596807,6,6,0,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Bangbon Branch",13.670545,100.406773,4,2,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Nawamin Branch",13.814645,100.652351,3,1,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Nuanchan Branch",13.819406,100.643317,2,0,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Charansanitwong 37 Branch",13.760332,100.470153,3,3,0,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Kasemraj Branch",13.718328,100.567215,3,1,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Makro Sathorn Branch",13.709774,100.535369,4,2,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Wongsawang Branch",13.700544,100.646447,3,1,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Bangna-Trad 2.5 Branch",13.669153,100.630411,3,1,2,Bangkok
EAANYWHERE,"Bridgestone A.C.T (Thailand) Co.,Ltd. Ratchadaphisek Branch",13.821773,100.574743,3,1,2,Bangkok
EAANYWHERE,Cockpit สาขาลาดพร้าว,13.777934,100.623521,2,0,2,Bangkok
EAANYWHERE,EMN Station,13.799602,100.575281,4,3,1,Bangkok
EAANYWHERE,JLR THAILAND  RAMA IV (Station 1),13.712681,100.586739,2,2,0,Bangkok
EAANYWHERE,JLR THAILAND RAMA IV (Station 2),13.712681,100.586739,2,0,2,Bangkok
EAANYWHERE,Mattani,13.734521,100.590171,2,0,2,Bangkok
EAANYWHERE,Ring the Bell Homemade cafe,13.720496,100.684688,2,2,0,Bangkok
EAANYWHERE,Siam Paragon,13.745764,100.53473,6,6,0,Bangkok
EAANYWHERE,Siam Car Park,13.746888,100.532255,6,6,0,Bangkok
EAANYWHERE,SPYDER AUTO BANGNA,13.664623,100.647837,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขาเอกชัย,13.66693,100.41336,3,1,2,Bangkok
EAANYWHERE,SUSCO ราชพฤกษ์,13.76229,100.445505,3,1,2,Bangkok
EAANYWHERE,SUSCO บางประกอก (สำนักงานใหญ่),13.685865,100.494137,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขาเสนานิคม,13.834291,100.57628,2,2,0,Bangkok
EAANYWHERE,SUSCO สาขา เพชรเกษม (บางแค2),13.712083,100.42033,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขายานนาวา,13.679603,100.547685,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขา ประชาอุทิศ 1,13.624978,100.50809,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขาวงศ์สว่าง,13.822851,100.522771,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขารัชดาภิเษก (ขาเข้า),13.768085,100.572318,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขา วิภาวดี 1,13.802918,100.561303,3,1,2,Bangkok
EAANYWHERE,SUSCO สาขาปากท่อ กม.6,13.659461,100.433719,2,0,2,Bangkok
EAANYWHERE,SUSCO สาขา สุขาภิบาล 3/2,13.800374,100.71807,2,0,2,Bangkok
EAANYWHERE,SUSCO สาขาทับยาว,13.713704,100.813221,2,0,2,Bangkok
EAANYWHERE,SUSCO สาขาบางบำหรุ,13.785289,100.47129,2,0,2,Bangkok
EAANYWHERE,SUSCO สาขาบางบอน,13.6518,100.40594,2,0,2,Bangkok
EAANYWHERE,SUSCO กาญจนาภิเษก,13.732931,100.406431,3,1,2,Bangkok
EAANYWHERE,Vattana Auto Sale and Service,13.745866,100.580722,2,2,0,Bangkok
EAANYWHERE,อาคาร ซี.พี.ทาวเวอร์ 2,13.758519,100.565114,2,0,2,Bangkok
EAANYWHERE,ก๋วยเตี๋ยวเนื้อคุณอ้อม,13.852002,100.632081,2,2,0,Bangkok
EAANYWHERE,Saksit Alloy Group,13.776937,100.573384,3,1,2,Bangkok
EAANYWHERE,บริษัท ปทุมธานีคอนกรีต จำกัด,13.815106,100.515819,4,2,2,Bangkok
EAANYWHERE,SwimKidz (inthrawat),13.758118,100.437972,2,0,2,Bangkok
EAANYWHERE,ม่วงศิริ (บางบอน5),13.636886,100.366883,3,1,2,Bangkok
EAANYWHERE,44 GardenPlace ซ.พุทธบูชา 44,13.64823,100.487915,4,2,2,Bangkok
EAANYWHERE,ตลาด สุขรุ่งเรือง มาร์เก็ต,13.621166,100.488735,3,1,2,Bangkok
EAANYWHERE,อาคาร ตลาดหลักทรัพย์แห่งประเทศไทย (ลานจอดชั้น 2),13.763591,100.567745,3,3,0,Bangkok
EAANYWHERE,SCB สาขาเอกมัย,13.734604,100.587595,2,2,0,Bangkok
EAANYWHERE,SCB สาขา รามอินทรา กม. 4.5,13.854002,100.633457,3,1,2,Bangkok
EAANYWHERE,SCB สาขา เสรีไทย (สวนสยาม),13.795896,100.691478,3,1,2,Bangkok
EAANYWHERE,SCB สาขาบางจาก,13.696177,100.605927,2,2,0,Bangkok
EAANYWHERE,SCB สาขา เจริญนคร,13.716417,100.506104,3,3,0,Bangkok
EAANYWHERE,SCB สาขาตลาดพลู,13.720621,100.475762,3,1,2,Bangkok
EAANYWHERE,SCB สาขาบางเขน,13.827891,100.569009,3,1,2,Bangkok
EAANYWHERE,SCB สาขาถนนนวมินทร์,13.804935,100.647431,3,1,2,Bangkok
EAANYWHERE,SCB สาขาเพชรเกษม ซอย 114,13.705488,100.338832,2,2,0,Bangkok
EAANYWHERE,The Alcove Thonglor10,13.731097,100.586179,3,3,0,Bangkok
EAANYWHERE,Rhythm Sathorn,13.717813,100.516818,2,0,2,Bangkok
EAANYWHERE,Condo ศุภาลัยริเวอร์ เพลส (ถ.เจริญนคร),13.710567,100.502822,3,1,2,Bangkok
EAANYWHERE,THE PANO,13.671556,100.541921,3,3,0,Bangkok
EAANYWHERE,THE RIVER เจริญนคร,13.721553,100.510305,3,3,0,Bangkok
EAANYWHERE,เมโทร พาร์ค สาทร,13.709785,100.450589,2,0,2,Bangkok
EAANYWHERE,AEQUA Residence Sukhumvit 49,13.727674,100.575493,2,0,2,Bangkok
EAANYWHERE,Magnolias Waterfront Residences,13.727306,100.510499,2,1,1,Bangkok
EAANYWHERE,ORIENTAL TOWERS CONDOMINIUM (เอกมัยซอย12),13.730031,100.588835,3,1,2,Bangkok
EAANYWHERE,ROYCE Privata Residences ซอยสุขุมวิท23,13.740239,100.566031,3,1,2,Bangkok
EAANYWHERE,โรงแรม วาบัวร์ แอสโซเทล ( ลาดพร้าว 130 ),13.769092,100.631701,2,0,2,Bangkok
EAANYWHERE,ปั้มน้ำมัน ประชาอุทิศ ปิโตรเลี่ยม (ถ.ประชาอุทิศ),13.627212,100.505059,3,1,2,Bangkok
EAANYWHERE,ZY Walk,13.741238,100.524702,3,1,2,Bangkok
EAANYWHERE,บริษัท 909 มหาคุณ จำกัด,13.721812,100.761461,4,2,2,Bangkok
EAANYWHERE,Car Loft Auto Import,13.699445,100.647085,2,0,2,Bangkok
EAANYWHERE,ซีคอนสแควร์ (ศรีนครินทร์),13.694696,100.647763,3,1,2,Bangkok
EAANYWHERE,7-Eleven ประดิษฐ์มนูธรรม 27 (14909),13.833919,100.630648,2,0,2,Bangkok
EAANYWHERE,7-Eleven พุทธบูชา36 (11975),13.642927,100.479214,2,0,2,Bangkok
EAANYWHERE,7-Eleven ถนนพัฒนาชนบท 3 จุด2 (12089),13.73178,100.716077,2,0,2,Bangkok
